,solar_capex,wind_capex,battery_capex,diesel_opex
solar_capex,-92.49912755697349,88.66494659884904,-19.496547007749452,67.58708853670728
wind_capex,88.66494659884904,-58.036522888957556,15.87540016871324,15.297233648283711
battery_capex,-19.496547007749452,15.87540016871324,-17.75736962882722,13.531742562295694
diesel_opex,67.58708853670728,15.297233648283711,13.531742562295694,-28.871746908940615
