,solar_capex,wind_capex,battery_capex,diesel_opex
solar_capex,0.0,-6.659668910764631e-05,-0.00015918932198261126,-0.00042899205967057014
wind_capex,-6.659668910764631e-05,0.0,0.0003493666466746759,0.00040384049677852883
battery_capex,-0.00015918932198261126,0.0003493666466746759,0.0,0.00010514868310523146
diesel_opex,-0.00042899205967057014,0.00040384049677852883,0.00010514868310523146,0.0
