,solar_cost,wind_cost,battery_cost,diesel_marginal_cost
solar_cost,0.0,0.0004174559919489784,0.0011239113562163255,0.0006169622153264914
wind_cost,0.0004174559919489784,0.0,0.003416188320504457,0.0012374163915559871
battery_cost,0.0011239113562163255,0.003416188320504457,0.0,0.0019082537805795996
diesel_marginal_cost,0.0006169622153264914,0.0012374163915559871,0.0019082537805795996,0.0
