sample,solar_cost,wind_cost,battery_cost,diesel_marginal_cost,total_cost,solar_mw,wind_mw,diesel_mw,battery_mw
188,740138.2868344528,948482.5735688341,841000.9500248887,231.2845588784363,50321317.73746279,154.3816139904625,334.8650489576727,100.77836653149446,-0.0
189,650510.9788867859,1315836.061598456,710098.7110006703,296.89227200296915,60963856.22071378,201.89471510605662,305.0620396670008,91.51351103321484,36.57179801952478
190,635872.6509799733,1428514.9285071152,735555.0616179564,216.43159894038155,58462884.82407562,188.72328042379382,276.2398019143256,99.41384754765917,5.386259146718196
191,805581.2676649867,972099.1098699264,781776.6292493738,217.48613226782717,50749510.627816126,139.63149355364502,328.63503722369984,100.77836653149446,-0.0
192,769677.1455131497,1253169.6904009941,609726.7381536366,225.16732337182188,56892052.941890195,174.7484143133049,286.87240635902856,90.59979992383035,40.178552398674135
193,770130.768871006,1282095.4981085274,496885.1809389913,208.2100754880766,55803535.78388325,184.65662471198118,270.0040220403442,84.40081761147188,64.64821942114172
194,546798.6393253813,804977.3464363504,375431.6512329279,216.14926833550402,42450352.80479796,196.11192305881008,306.7685657857711,80.35313809218886,87.77694323534199
195,585066.727415784,1291984.4256708703,336669.4352856399,280.53743204219427,53905221.11601065,283.66175924064953,229.30437250769194,54.622728618697174,229.7515344887321
196,657170.8821106028,1419962.4379382702,613381.5398963055,237.316190905183,59441044.206303135,193.43908550516423,270.57207216975576,86.44566100953807,56.576469165617304
197,896873.2994335955,1181552.4450282492,750247.0403116726,238.32748390068787,57807465.255878374,148.066657997113,317.97864221586565,100.77836653149446,-0.0
198,563767.4203596353,1018970.7078277096,555736.0738422036,285.6774060998993,51736131.96627333,201.89471510605662,307.88935910272073,81.11356938668933,77.62419925580966
199,842773.5707609933,1283765.047315168,669024.6737734128,297.5335634238402,62616071.55244532,177.33295469660766,307.4484173119228,87.74488428599028,51.44795623225332
200,646435.5487374001,1194393.0727061508,807982.2646865597,203.02181687333828,52967783.949332826,175.6379056458562,295.41562080596464,100.77836653149446,-0.0
201,565152.2906307856,1399460.2866444439,538260.1109007618,211.41271012577235,55627686.08532985,215.32101744981145,251.8735396990555,78.93398425314372,86.22782478296342
202,873593.8552488176,1265124.9049855093,343690.3351671523,227.24102853252901,56367200.701161854,189.60908634086672,269.7937722605598,75.80399157380964,128.9849124237528
203,807485.7548731496,1050486.0599958925,331048.51342639764,203.5276025324782,50028735.0585683,176.68618292133513,284.8053451306319,79.68532681913405,107.30755289846591
204,517233.65547187766,1304180.5328037573,871268.7232172056,251.04625981981548,56436524.8781138,209.49035582680958,298.367141466181,100.77836653149446,-0.0
205,762515.5873474265,1092030.0247910894,561724.5846994028,278.9374047989738,55785811.57841236,182.11039894711078,316.7782042987948,84.65321287174314,63.65192234112365
206,633821.5399251916,1068756.6405670266,349592.55281651963,210.65085312497575,48502787.17331611,227.176808300458,257.7654382703399,71.98635878057515,132.5074252647944
207,706066.6808389301,1213531.297631835,587415.4279602899,200.55814509539906,53732502.395529,177.0081964636108,281.54604290720613,92.17335653550631,33.96714472100582
208,527701.589723792,1261692.5095850732,505772.2277406166,270.65959127313425,54912514.50201087,251.95150968148408,256.92857619324286,71.95951553705626,115.04179634394804
209,651295.0747928467,1046631.1250896936,665199.2576027536,288.02692591112975,54352452.157722406,189.24106925209009,326.39503334250924,91.79302909341155,35.46843725559042
210,681136.9403048392,906653.4826736044,565805.4431606992,275.3636177742844,50402205.88496848,179.46812850255915,326.50715937425707,85.81919974789191,59.04934256685215
211,672726.1583152886,1126626.7704214666,341535.58519258717,264.2698815770814,52137384.07810852,240.41474510879303,260.690012309382,66.30160555490689,167.8821044113745
212,563471.7560478015,1326922.8182323442,804101.2207052761,209.5049398131783,54990273.5029813,196.76362870757603,280.4268119088025,100.77836653149446,-0.0
213,675105.1441681961,909289.6279438077,637567.2051589091,238.9102310139396,49036873.04796869,174.5570689744197,327.4985621632782,96.54438630752293,16.71307983146653
214,697546.2134090015,815606.1931862737,877901.4230425064,235.8238776069087,46896341.873625085,159.05415788387512,346.64734297159913,100.77836653149446,-0.0
215,799721.6983916597,1447125.2789275725,515220.1517781401,218.4716074989893,60042698.84836082,189.3197274453749,260.0931295109087,83.60133194873264,67.80408387932295
216,784065.5453631871,1167739.6919082755,460876.65783015953,248.13779592508928,55551614.36734937,186.1926333593493,295.1151751921959,82.66921893264981,76.78051794965003
217,574334.2270019441,1350291.364665363,340729.42378236837,243.1977663390449,53480046.91679261,274.0178261388043,226.3061670262127,58.592318530307665,205.35234114377414
218,715939.9539019687,934398.736311806,326512.1193714894,224.98401810209853,47322668.47850419,188.57853371370368,294.92635950065164,77.60251913154706,115.08026455657075
219,714543.1753311898,974603.9754995028,745370.3444892897,251.37404377117122,51750582.61189961,171.747318200356,334.7947109583148,100.77836653149446,-0.0
220,655539.2727439748,1089533.4151028753,465873.72216183983,207.38446331034964,50249167.523967266,188.11109870608334,280.4268119088025,83.72945796866682,67.2983232743196
221,619441.2413315661,1248097.3549728564,847168.3586436565,245.10643462362236,56340058.578081265,194.519673368441,306.54861188793365,100.77836653149446,-0.0
222,550134.6761824449,1223876.4171760622,684927.6659872552,226.74802562639573,53754451.37445781,201.89471510605662,291.54707713213884,97.22212668601114,14.03778886374997
223,647649.0219077471,1347401.205520188,574082.8248420693,201.00851210055774,55505513.6176767,189.64668827362823,264.01057121275954,87.49788507536755,52.422953116290415
224,716543.8713961008,1063539.8442761605,873552.2090582227,286.8967626989348,55723159.56417219,186.4447839439405,334.8650489576727,100.77836653149446,-0.0
225,559683.4870141863,1170735.8033463035,368121.69187001727,299.87166598941485,52622383.59279757,260.18521615032034,256.2727613127199,63.711123812092005,174.29230066828308
226,750923.2254830718,899188.1976152537,651113.1535189035,220.6730041859975,48644638.15032422,147.78586244758185,336.2783978589991,100.77836653149446,-0.0
227,767323.7285756972,933706.3491368644,455872.6928199404,222.51623808327034,49040108.095788695,168.97823053010146,317.97864221586565,87.02363386449596,54.29499736973088
228,606421.7599125472,1423714.5823434973,524314.9295951593,275.63439205586286,59703906.048432544,244.7223190944061,256.2727613127199,73.19414798523022,110.46877606917738
229,525830.3919254092,1228179.4330050056,315880.41714614216,230.76697436307555,49535962.87828124,277.7919214594766,223.97185791814127,57.02600994258746,215.06378004317943
230,567663.8221894467,1317655.9528589067,621413.2158215723,249.31955721581795,56904362.12064434,203.50219548534434,276.5870227451192,86.4722464022297,56.47152682604511
231,871421.5140722382,976911.8186825527,303302.1369412319,214.40452083376923,49395163.02252429,159.2814835614402,299.1428373368637,80.24997036866118,115.02701475593791
232,604618.4976610232,959184.0083642964,600091.8069559187,225.6882514353518,48542673.13056796,182.17335645090662,319.964993192736,96.30395673524838,17.662143932550293
233,592406.0523362726,1158640.5253324043,455127.92467933183,221.95293361744757,51374472.26678744,220.08510321630004,265.47101388842754,77.97414097580881,90.16441008048692
234,877825.2308191787,1243578.5751319726,596108.8156260373,241.24858264768238,58849512.01272239,162.39682664018477,299.1428373368637,89.86309162908123,43.086611456894346
235,790730.2848250766,1163395.8127499768,661883.8901117098,212.51169142380505,54580758.55034647,154.1912013694492,304.78510464549043,99.7651818165317,3.9994133485372174
236,510407.2816976727,1322850.128539617,417472.37067296245,276.8906583405303,54547637.0389663,277.1437119975349,247.13294640710268,64.94850646466408,152.57361553715847
237,825114.6545988237,1249672.4496527312,440211.5203889462,234.43532546589654,56899824.34904629,186.15652986100804,276.2398019143256,82.54171154823464,78.14466122923206
238,889196.7120293776,997004.0953256276,782928.4104938682,234.25937870143014,53188048.12661687,135.24041150460033,336.05343278411345,100.77836653149446,-0.0
239,803193.02069005,824658.8722323314,874631.1673880388,287.55511136875253,50938533.41656183,151.80005482058235,370.960968210798,100.77836653149446,-0.0
240,839972.7555384557,1201376.4907726897,320062.9970662542,209.2585340127195,53514483.735668965,186.67959274595555,266.7130138747299,76.10429650903924,128.76025383849347
241,610706.1882643405,1215464.1570891326,671305.9401939369,258.82132902358234,56172812.54664603,191.63013348219144,301.3957101446565,93.70381757665834,27.92585113751096
242,843759.383791,1440658.819458503,756227.8743590293,224.1927779276859,61835890.77202727,158.5700220967404,287.831494591518,100.70270703428184,0.29865591004979164
243,507197.6096751067,835418.3321968783,617126.9379624621,265.1771680610373,46276529.09301567,193.58626774665066,333.64539617031534,94.67708027541383,24.08402469505512
244,753134.1158769776,852202.5301155531,607223.9646180598,229.10868230391944,48005585.073109515,147.7877858901136,339.9130089024902,99.22250549927108,6.141556706144906
245,807691.0964026579,1279873.1822889536,815363.5685986769,296.2809865533121,62444350.47959624,185.6905481516951,321.1495786285701,100.45984194769856,1.2573338834048355
246,613664.0452946126,912711.1863421203,493179.3740685084,280.9768146932226,49348516.14039084,192.72566488946467,323.49002384296324,82.70290266307612,71.35051527007249
247,700924.2893355957,1004990.585100266,527763.9987657941,257.6301905103341,51879221.723886006,182.11039894711078,316.7782042987948,84.65321287174314,63.65192234112365
248,882714.9504399213,901307.7041454511,645738.985832209,237.88299777131382,51023933.26856194,135.24041150460033,345.94603029757917,100.77836653149446,-0.0
249,721797.9828232302,1148041.062814207,425728.866392183,227.66332242984785,53035426.60138332,189.5397268080146,280.46131229391995,82.54423205699048,75.63454325189184
250,535382.4457801883,1064818.6563205454,683665.8600559889,247.2231575222449,51225526.64862204,196.5571425297125,317.22038938076133,99.66974293062435,4.376145792908304
251,603291.1470365846,1071458.055039003,899749.0211368707,255.682868545298,52766878.491118215,192.40710165631103,320.633696528686,100.77836653149446,-0.0
252,763867.5899538617,1093692.5955042157,370924.29735786445,264.860481512528,53457960.09018994,194.71923957437764,291.4206643634863,75.77569547715446,125.17892982271059
253,814540.3535162879,983055.7088516429,362982.9665465277,241.6278305183132,50756675.70865197,175.92750316996344,306.2031145802064,81.59354863388235,92.40838349651966
254,593724.4633507333,1220984.0060289537,407138.13674449484,216.7934325012236,51716774.154100135,232.14784309288274,254.65534557204987,73.036043810811,120.72515139892991
255,748773.7926847718,842839.1597172006,612763.9342612056,288.28639356332366,50562655.095985115,170.42745386270826,341.99454056998525,89.94960677964785,42.74510428360503
256,547675.3113612483,956690.1545847502,740430.2289045444,244.84524733840735,48798690.400667764,193.93733664466112,327.7652365157685,100.77836653149446,-0.0
257,758545.3064710533,1103943.594851547,599575.7262801593,291.9401185441984,56829166.30326584,181.96557350329564,317.15930681903046,84.677716779518,63.55519638938075
258,861316.0088767501,1097843.877988241,867671.0818476242,232.26275876813787,55149601.11956172,144.26917532767413,322.3772788777448,100.77836653149446,-0.0
259,893805.2188786801,1109643.930170915,517398.7958504214,279.5155102151321,57542825.98207014,173.46168018312795,317.4425717199538,85.53221877145624,62.87700052976362
260,551943.5655867393,928472.174112245,776325.4757623875,250.47332166941135,48478276.35894906,192.9106116965643,333.8847671336541,100.77836653149446,-0.0
261,669986.4162533545,1000456.1332416204,775017.5880801656,220.99207545966746,50132569.9621266,172.97413946948922,322.3772788777448,100.77836653149446,-0.0
262,518073.6447194229,1057562.2367718641,845293.3637201553,289.96220899364346,52997803.19592364,202.67325606431933,332.6892311060329,100.77836653149446,-0.0
263,741987.7442284577,1185796.0937544778,526103.0742157669,218.37636278612905,54331681.435608074,180.45610647447572,284.5605587897912,85.09593296848787,61.904343011868114
264,783699.1654345446,915628.51712204,392243.31499821483,242.85958530431662,49233666.848990686,173.08371282042972,315.8652030140774,83.04128182304586,82.83992984930393
265,868080.8495473217,1439477.736743296,453383.2346774008,258.25978969379577,62505056.29666964,193.4583549741808,265.47101388842754,79.93679104989842,93.68465553994236
266,544358.3229135477,1208573.1785310814,743831.709752505,279.85356681612416,56308215.46723222,206.63740142508132,312.5110122798754,99.02508487168267,6.920848657151794
267,632070.3362991593,1363047.4501096879,706622.948511227,233.39044026341347,58173253.67042278,189.5032422371684,286.07266237223786,96.65264391339628,16.285747176703342
268,581020.7109542799,925668.8447498576,495371.6329260242,254.03031149961657,48140403.37848516,189.3152689483833,314.98307310975383,83.35775839233493,68.76555844405071
269,623235.3224999616,1032493.9513049938,520132.56448263896,217.67349938822713,49578552.50695805,184.0867950180887,297.3531316891996,85.76543768673302,59.261561229321444
270,614572.3291063006,847492.6993655085,694725.4313757112,201.8416003504132,44852456.78176497,171.1476908130705,327.7652365157685,100.77836653149446,-0.0
271,609487.5948691979,1410494.0334359962,339026.28822124883,258.5382782628024,55643269.639426604,278.44982127515533,223.3328952285921,55.46227465068045,226.95046474053055
272,638563.9138747024,1385311.8487166734,669780.6669285477,272.6160164490901,60798989.41901298,200.01386653074772,280.4268119088025,86.63137854727307,55.84337362192652
273,756313.149620465,1319491.412819687,536839.5950470204,248.04179796794935,58847095.750300296,188.14180947238827,279.9101412820507,83.7262023384407,67.31117444626483
274,529307.6953444675,1325905.019101535,474670.5218411719,209.73266380902064,52988411.442939006,243.64735343688116,244.67745507001186,73.84145123312085,106.32992880936949
275,853868.9988587011,862257.5009094082,395872.16665834974,262.4087785111511,49690487.613797925,166.62671037738468,327.0738119075222,83.39783050097458,84.43920001710487
276,848922.4968966849,1176008.8929410912,799499.3927534318,228.1524090662221,56521836.28781311,150.30421761454184,315.38686955405205,100.77836653149446,-0.0
277,520793.39790000074,1048961.7241727524,400716.3883680296,219.6460908224226,47391404.75912847,240.41474510879303,260.690012309382,72.3488246803623,120.14090078935806
278,816840.9799659487,945064.2830522096,445271.0198887945,260.5791779560445,51513705.50210838,173.5857821833064,323.49002384296324,84.38132736514459,71.76808044413207
279,687128.7918321237,1359276.5139985753,699772.7763891062,223.9498635222616,58223779.612107016,185.61019950462017,279.35045741779817,94.89111650384288,23.239144845993074
280,558465.0155401387,1011040.8490915088,784536.1893523647,285.2015059982373,52244074.03620247,199.19440863347583,334.8650489576727,100.77836653149446,-0.0
281,793676.9235709226,1390387.3982631338,796016.3981905326,210.28910003699275,59222927.51741728,158.89933092179965,285.5531213984559,100.77836653149446,-0.0
282,738389.447551996,1381590.6396670518,355185.17444957834,274.65249650893924,58504190.017175764,242.40596092259597,249.79348759416308,64.76788530082536,178.7599433817767
283,819865.6096121091,904060.2388109352,643238.4908452998,242.52501540113943,50727781.262113504,147.43301542189454,340.29690510693894,100.08058013809567,2.7544199739425608
284,893442.8393936723,845705.2471994287,309051.8084474861,221.82847863338193,47109493.110714756,144.86130347856115,326.39503334250924,81.51503276514826,114.85856321033188
285,836930.6855025517,1392842.2519776667,797353.3254956764,264.44727516865214,63504878.608156845,174.6209930524044,305.7084347461612,100.48074147588056,1.174835745844291
286,541976.3264246255,976302.5770166845,864053.5254840727,231.07572316470873,48447896.016932726,192.40710165631103,320.633696528686,100.77836653149446,-0.0
287,668156.360378709,884034.6858890955,635226.7309429301,208.11536761792115,46676600.143252224,154.53785032490873,333.1311233448898,100.77836653149446,-0.0
288,639088.4484391473,941181.0689189514,842693.0937369268,211.84255024119992,47877160.39178293,172.86420215059803,323.49002384296324,100.77836653149446,-0.0
289,683989.5037620784,1197960.0496643335,674484.7187265954,254.46855727859838,56551291.44705558,186.6632481856736,304.78510464549043,94.60343680347532,24.374722610601843
290,532385.7258633845,894781.4994408095,518717.312166085,281.45715928569064,48045090.62814699,201.89471510605662,320.1162267008059,81.05913311729441,77.83907926657913
291,681873.5211981643,1353427.1685201072,891232.3812542581,272.0444888757194,61050364.002688475,195.1909213240105,306.7685657857711,100.77836653149446,-0.0
292,718427.8974367725,1411506.713872328,837654.0389618757,229.6030267839617,60144045.13013724,184.98483686691947,286.7406154274175,100.77836653149446,-0.0
293,583651.2130906093,1204554.897007588,322874.82787964086,226.12949366891934,50239820.077303335,254.0304418565293,236.81856289316482,62.93165069518871,185.18321580965753
294,545591.8617513212,1198859.370159736,793656.6014373736,292.24259105156943,56765743.944090895,205.31770302344063,318.96011132890874,100.2347951591765,2.1456764696761184
295,644465.5164374483,909938.8749136648,855747.1999190142,299.18147886288034,51638727.628312886,189.10939027730703,346.64734297159913,100.77836653149446,-0.0
296,612204.9042375082,915996.3541013687,851660.9797808975,238.6091076198749,48394018.78687455,184.933571892976,333.8847671336541,100.77836653149446,-0.0
297,709120.452571264,926802.5729879462,402989.1797831372,275.0392699540214,49893272.22600177,191.308087505025,317.22038938076133,79.89276659707798,94.65831390753847
298,771374.828096451,951941.6150693058,404367.87039893173,257.4056842892531,50607648.281459555,182.88938100603923,311.5034473916427,81.63582801239416,87.00979122303636
299,812048.7670615802,1268905.5250705357,716886.5207891418,290.6775002651806,61788871.97320099,177.74933470212312,309.11516752299013,91.28002392312978,37.49345766459743
300,628863.0509087301,800891.4718307464,564081.7282214297,228.83454216903442,45240945.294766694,172.17808552683175,330.43464307098475,92.65613441627961,32.061442560058595
301,566499.7195645751,1144290.6118358898,879705.2593109496,287.46401533109577,55575178.51166043,202.0518510345182,323.49002384296324,100.77836653149446,-0.0
302,500967.44506069494,1368977.184754836,779984.6394684331,282.7191847191386,59335679.267197855,221.00815084318256,299.1428373368637,98.15493874104506,10.355636014931834
303,552896.4236160284,1255410.4914564674,676668.7864820957,263.83537099734406,56487892.337111235,207.7494385508813,299.1428373368637,93.79825232831871,27.553082380956887
304,579317.3711025954,1408676.4000669117,830623.9160797953,297.25168446802263,62205182.25493839,209.19878386588036,306.7685657857711,100.17306495561701,2.3893483258320094
305,891110.4568163286,1009216.9314837758,715113.9505923621,268.6190591792963,55507748.40561876,147.43421645678256,340.2864851435386,100.1899979985816,2.322507366761272
306,895721.076198122,1303332.4908431948,666477.1076818099,237.59907528478664,60358727.06560269,157.53603979064764,299.3940443674573,94.81540838141349,23.537992697688026
307,803898.6916384252,1217613.9654555595,889736.3634879113,232.07816406736214,57210709.9241517,154.10226133742268,307.4484173119228,100.77836653149446,-0.0
308,679353.2156357341,1252328.016711581,896195.4088660233,283.85069239806967,59422338.590409786,192.80532380253828,317.97864221586565,100.77836653149446,-0.0
309,670176.994860711,1083339.4637580032,577513.7146055494,219.92062946257607,51690693.29425473,175.8922708337108,296.75218653715683,91.56687894286642,36.361135218268544
310,870219.1831393174,1402921.9373588266,896490.0986447771,253.26664997390628,63375237.381633304,157.10119001724038,304.68293705998207,100.77836653149446,-0.0
311,820824.9946485015,1241196.4321518843,823632.4352855079,252.92668076974974,59256483.84294349,156.0887390899133,315.9192131848717,100.77836653149446,-0.0
312,583894.3625795817,867735.8292904614,360319.86181600665,213.0650785850201,44043839.05818271,196.21926236474135,299.1428373368637,79.1373786120744,97.43240830753348
313,884919.4274298034,1407294.178655589,551561.0753772685,204.92656214294252,59759904.475958996,162.04077516646754,270.57207216975576,88.48976490077955,48.5076380159799
314,688096.8823420347,1329480.838906392,384171.89487422793,288.53697699613406,57749537.46210674,246.2995756219831,254.65534557204987,66.3180987584852,163.6554405765613
315,572042.4688896014,1163800.7225070451,588982.2558278705,223.5981946469345,52317939.777352,189.50588759997603,285.66580389882125,89.4837193380698,44.58413365825521
316,773724.0307921341,1113516.3136245422,729341.9375308211,213.9839400060803,53407696.14657882,152.46902374963636,312.87936749003467,100.77836653149446,-0.0
317,633257.4064720597,1230400.864606528,379295.4709465127,286.6946251039209,54836195.718181126,250.58997516853506,256.2727613127199,64.88361756337746,171.88798142679804
318,786339.7776756287,1082155.0542325047,569722.5290941522,284.6385384018006,56172052.312886864,181.96557350329564,317.15930681903046,84.677716779518,63.55519638938075
319,728068.8973030148,1310641.883764127,708269.2506845768,236.03166957266086,58540906.02308719,176.76087748016127,291.54707713213884,96.26936387792554,17.798694685140475
