,solar_capex,wind_capex,battery_capex,diesel_opex
solar_capex,0.0,-0.00020385189188070613,-0.00018571422025259743,-0.0004455891186715532
wind_capex,-0.00020385189188070613,0.0,0.0005771872475164308,0.000792795316517542
battery_capex,-0.00018571422025259743,0.0005771872475164308,0.0,1.449897968018761e-05
diesel_opex,-0.0004455891186715532,0.000792795316517542,1.449897968018761e-05,0.0
