,solar_capex,wind_capex,battery_capex,diesel_opex
solar_capex,0.0,0.002226566717687506,0.004814560042194438,0.0010343016713523917
wind_capex,0.002226566717687506,0.0,0.007007304835335126,0.00212161417947003
battery_capex,0.004814560042194438,0.007007304835335126,0.0,0.002709228932499516
diesel_opex,0.0010343016713523917,0.00212161417947003,0.002709228932499516,0.0
